Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
American Furniture Classics,43305,815264-1,171194,1080,0,0,815264,1010,-70,PO MISMATCH,AMERICAN FURNITURE 072618 171194N
Artisans Gallery,43304,814252-1,814252-1,156,6,0,814252,145,-5,PO MISMATCH,ARTISANS GALLERY 072418 814252-1N
Designers Fountain,43252,794186-1,92950948,74.95,5,0,794186,133.5,-3.2,PO MISMATCH,DESIGNERS FTN 061218 (3)N
Designers Fountain,43300,794186-4,92960218,71.75,5,0,794186,133.5,-3.2,PO MISMATCH,DESIGNERS FTN 072418 (3)N
Fireside Lodge,43304,793060-1,71481,510,0,0,793060,499.8,-10.2,PO MISMATCH,FIRESIDE 072418 71481N
Fireside Lodge,43305,793435-1,71575,295,0,0,793435,289.1,-5.9,PO MISMATCH,FIRESIDE 072518 71575N
Fireside Lodge,43305,793881-3,71588,265,0,0,793881,259.7,-5.3,PO MISMATCH,FIRESIDE 072518 71588N
Fireside Lodge,43304,798732-2,71552,140,0,0,798732,137.2,-2.8,PO MISMATCH,FIRESIDE 072418 71552N
Fireside Lodge,43305,801111-1,71572,35,0,0,801111,34.3,-0.7,PO MISMATCH,FIRESIDE 072518 71572N
Fireside Lodge,43304,801148-2,71560,60,0,0,801148,58.8,-1.2,PO MISMATCH,FIRESIDE 072418 71560N
UTAH MOUNTAIN FURNITURE,43304,794871-2,2647,499,0,0,794871,325,-174,PO MISMATCH,UTAH MTN 072618 2647N
W Kohler Lamps,43298,801127-1,8959,314,0,0,801127,302,-12,PO MISMATCH,W KOHLER 072418 8959N
WILD WINGS,43298,808198-7,348709,229.21,5,0,808198,202.35,-21.86,PO MISMATCH,WILD WINGS 072418 (9)N
WOODED RIVER,43306,814518-2,124818,505.96,0,0,814518,240.24,-265.72,PO MISMATCH,WOODED RIVER 072518 124818N
