Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
"All My Walls-Recherche,LLC",43347,833325-1,6259,90,0,0,833325,80,-10,PO MISMATCH,7508868-20180907180026
"All My Walls-Recherche,LLC",43347,833589-2,6260,75,0,0,833589,75,-75,PO MISMATCH,7508869-20180907180026
"All My Walls-Recherche,LLC",43348,833589-2,6261,75,0,0,833589,75,-75,PO MISMATCH,7508870-20180907180026
Artisans Gallery,43343,821430-1,821430-1,46,5,0,821430,40,-1,PO MISMATCH,7509766-20180907180026
Bacova Guild,43342,829898-2,4699977,24.6,0,0,829898,20.54,-4.06,PO MISMATCH,7501036-20180904180015
EVERGREEN ENTERPRISES,43311,816438-3,6607224,95,5,0,816438,81,-9,PO MISMATCH,7497476-20180904180015
"Midwest-CBK, LLC",43343,829445-2,1209780,50,5,0,829445,22.5,-22.5,PO MISMATCH,7505227-20180907180026
Mohawk Factoring LLC,43334,827176-2,8995532,71.4,0,0,827176,67.15,-4.25,PO MISMATCH,7496613-20180904180015
Mohawk Factoring LLC,43340,827664-3,9021497,74.8,0,0,827664,73.95,-0.85,PO MISMATCH,7505254-20180907180026
Mohawk Factoring LLC,43340,828308-1,9021496,89.25,0,0,828308,84.15,-5.1,PO MISMATCH,7502080-20180907180026
Mohawk Factoring LLC,43339,828695-1,9012415,80.08,0,0,828695,73.95,-0.85,PO MISMATCH,7502079-20180907180026
Saverio Inc.,43342,818131-1,201810554,178.94,0,8.94,818131,350,-170,PO MISMATCH,7512196-20180907180026
Saverio Inc.,43312,818131-1,201810471,180,10,0,818131,350,-170,PO MISMATCH,7443400-20180810180015
Saverio Inc.,43339,818131-2,201810534,190,10,0,818131,350,-170,PO MISMATCH,7496399-20180831180023
Sawdust City,43336,825227-1,18627,88,4,0,825227,50,-34,PO MISMATCH,SAWDUST CITY 090418 18627N
WGI Gallery,43348,828745-2,178254,60,3,0,828745,55.84,-1.16,PO MISMATCH,7508835-20180907180026
