Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Artisans Gallery,43252,793097-1,793097-1,107,12,0,793097,95,-49,PO MISMATCH,ARTISANS GALLERY 060418 793097-1N
Artisans Gallery,43363,793097-1,793097-1-,49,0,0,793097,95,-49,PO MISMATCH,7545107-20180921180021
Bacova Guild,43356,836300-3,4706626,36.4,0,0,836300,29.4,-7,PO MISMATCH,7533048-20180918180016
Bacova Guild,43362,837906-1,4710331,14.5,0,0,837906,10.12,-4.38,PO MISMATCH,7545006-20180921180021
Colorado Carpets,43350,826256-2,1800109,160.5,0,0,826256,160.5,-160.5,PO MISMATCH,7509757-20180907180026
Colorado Carpets,43357,826256-2,1800133,160.5,0,0,826256,160.5,-160.5,PO MISMATCH,7533275-20180918180016
EVERGREEN ENTERPRISES,43357,836456-1,6660612,30,5,0,836456,22.5,-2.5,PO MISMATCH,7533201-20180918180016
HiEnd Accents,43356,837207-2,252396,45,5,0,837207,35,-5,PO MISMATCH,7533213-20180918180016
HiEnd Accents,43356,837382-2,252392,228,5,0,837382,221,-2,PO MISMATCH,7533115-20180918180016
HiEnd Accents,43357,837524-1,252484,45,5,0,837524,35,-5,PO MISMATCH,7536740-20180918180016
HiEnd Accents,43361,838656-1,252703,229.5,5,0,838656,219.5,-5,PO MISMATCH,7542634-20180921180021
Kimlor,43360,838784-1,866747,115.5,3,0,838784,110.25,-2.25,PO MISMATCH,7536717-20180918180016
Laural Home,43338,827578-2,24402,49,0,0,827578,49,-49,PO MISMATCH,7512230-20180907180026
Laural Home,43338,827578-2,24404,49,0,0,827578,49,-49,PO MISMATCH,7512210-20180921180021
Suzanne Nicoll Studio,43360,837822-1,28303,101,5,0,837822,64,-32,PO MISMATCH,7545041-20180921180021
