Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
A HOMESTEAD SHOPPE,43468,891972-1,438598,27.5,5,0,891972,19,-3.5,PO MISMATCH,7784630-20190104180005
A HOMESTEAD SHOPPE,43468,892481-6,438601,75,5,0,892481,66.5,-3.5,PO MISMATCH,7784633-20190104180005
COLORADO DALLAS LLC,43468,888132-1,20140,133.44,0,0,888132,132.05,-1.39,PO MISMATCH,7784605-20190104180005
DONNA SHARP,43468,891829-3,-450802,136,0,0,891829,135,-1,PO MISMATCH,7782184-20190104180005
HERITAGE LACE,43462,888694-1,1295291,14,0,0,888694,12.6,-1.4,PO MISMATCH,7773102-20190101180003
HERITAGE LACE,43462,889560-2,1295292,22.2,0,0,889560,20.2,-2,PO MISMATCH,7773101-20190101180003
MEYDA LIGHTING,43467,861744-4,1442907,2766.58,10,219.08,861744,2467.5,-70,PO MISMATCH,MEYDA 010319 1442907C
P GRAHAM DUNN,43467,878453-2,2028595,22.4,8,0,878453,13.5,-0.9,PO MISMATCH,7781749-20190104180005
P GRAHAM DUNN,43467,878834-3,2028596,22.4,8,0,878834,13.5,-0.9,PO MISMATCH,7781751-20190104180005
P GRAHAM DUNN,43467,878888-2,2028597,22.4,8,0,878888,13.5,-0.9,PO MISMATCH,7781752-20190104180005
P GRAHAM DUNN,43467,882728-2,2028598,23.3,8,0,882728,14.4,-0.9,PO MISMATCH,7781753-20190104180005
P GRAHAM DUNN,43467,889620-2,2028594,24.65,8,0,889620,15.75,-0.9,PO MISMATCH,7781750-20190104180005
Pure Country,43468,892571-1,974031,31.7,5,0,892571,25.2,-1.5,PO MISMATCH,7784672-20190104180005
Pure Country,43468,892733-2,974022,18.2,5,0,892733,12.6,-0.6,PO MISMATCH,7784646-20190104180005
Tayse International,43453,886794-1,499857,111.6,0,0,886794,111.6,-111.6,PO MISMATCH,7760209-20181225180003
Tayse International,43453,886794-,499978,111.6,0,0,886794,111.6,-111.6,PO MISMATCH,7760207-20190104180005
