Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Bacova Guild,43382,846888-2,4720951,10.25,0,0,846888,10.12,-5.88,PO MISMATCH,7593804-20181012180029
HiEnd Accents,43385,849268-1,254919,115,5,0,849268,110,-220,PO MISMATCH,7603961-20181016180048
"Artistic & Custom Woodturning, Inc.",43398,844267-2,5373,114,10,0,844267,98,-6,PO MISMATCH,7632207-20181030180018
"Artistic & Custom Woodturning, Inc.",43398,845322-3,5374,114,10,0,845322,98,-6,PO MISMATCH,7635097-20181030180018
Crestview Collection,43402,854071-4,366975,189.9,0,0,854071,119.9,-70,PO MISMATCH,7638716-20181030180018
Red Horse Signs,43332,822465-2,20255,41.9,6,3,822465,29.9,-3,PO MISMATCH,7635415-20181030180018
Bacova Guild,43404,846888-1,4730993,5.75,0,0,846888,10.12,-5.88,PO MISMATCH,7645500-20181102180028
HiEnd Accents,43404,857202-7,256738,572,5,0,857202,542,-25,PO MISMATCH,7648432-20181102180028
HiEnd Accents,43404,857223-1,256735,30,5,0,857223,22,-3,PO MISMATCH,7648429-20181102180028
Lorec Ranch Wholesale,43402,855208-1,849,65.92,10,0,855208,13.98,-41.94,PO MISMATCH,7645547-20181102180028
Lorec Ranch Wholesale,43405,855623-1,850,89.98,10,0,855623,69.98,-10,PO MISMATCH,7648437-20181102180028
Mohawk Factoring LLC,43397,852118-3,9256567,71.4,0,0,852118,130.9,-6.8,PO MISMATCH,7642013-20181102180028
Mohawk Factoring LLC,43398,852118-3,9261092,66.3,0,0,852118,130.9,-6.8,PO MISMATCH,7642016-20181102180028
Mohawk Factoring LLC,43398,853888-1,9261093,89.25,0,0,853888,84,-5.25,PO MISMATCH,7642017-20181102180028
