Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Authentic Models,4/9/2018,774442-3,1802976,71.5,10,,774442,60,-1.5,PO MISMATCH,AUTHENTIC MODELS 041018 1802976N
Greenbox Art,3/23/2018,757960-2,152460,79.5,5,,757960,67.05,-7.45,PO MISMATCH,GREENBOX 040918 (6)N
Greenbox Art,3/23/2018,758457-2,152461,79.5,5,,758457,67.05,-7.45,PO MISMATCH,GREENBOX 040918 (6)N
Greenbox Art,3/23/2018,759930-1,152458,79.5,5,,759930,67.05,-7.45,PO MISMATCH,GREENBOX 040918 (6)N
Greenbox Art,3/23/2018,761541-2,152459,99.5,5,,761541,85.05,-9.45,PO MISMATCH,GREENBOX 040918 (6)N
Greenbox Art,3/28/2018,766094-1,152989,99.5,5,,766094,85.05,-9.45,PO MISMATCH,GREENBOX 040918 (6)N
Greenbox Art,3/29/2018,767864-1,153122,99.5,5,,767864,85.05,-9.45,PO MISMATCH,GREENBOX 040918 (6)N
HiEnd Accents,1/23/2018,722319-1,232280,188,5,,722319,178,-5,PO MISMATCH,(Excel) Past Due Statement as of 4.10.2018
HiEnd Accents,3/13/2018,743305-2,237164,110,,,743305,154.5,-110,PO MISMATCH,HIEND 031418 (35) N
HiEnd Accents,1/23/2018,743305-2,232278,159.5,5,,743305,154.5,-110,PO MISMATCH,(Excel) Past Due Statement as of 4.10.2018
West of the Wind Designs,4/11/2018,776007-1,94848,95,,,776007,90,-5,PO MISMATCH,WEST OF THE WIND 041118 64848N
WGI Gallery,4/10/2018,771231-1,177027,60,3,,771231,55.84,-1.16,PO MISMATCH,WGI 041018 177027N
WGI Gallery,4/10/2018,771441-4,177027,60,3,,771441,55.84,-1.16,PO MISMATCH,WGI 041018 177027N
WGI Gallery,4/11/2018,772177-1,177037,60,3,,772177,55.84,-1.16,PO MISMATCH,WGI 041118 177037N
WILD WINGS,4/3/2018,771229-1,344984,99.53,5,,771229,47.5,-47.03,PO MISMATCH,WILD WINGS 040918 (7) N
