Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
"Arthur Court Designs, Inc.",43375,843733-2,347075,80.8,10,0,843733,66,-75.6,PO MISMATCH,7593360-20181012180029
Bacova Guild,43322,820292-2,4690150,7.25,0,0,820292,5.06,-2.19,PO MISMATCH,7599161-20181012180029
Bacova Guild,43378,844214-1,4718338,7.8,0,0,844214,5.76,-2.04,PO MISMATCH,7586873-20181009180025
Bacova Guild,43382,846888-2,4720951,10.25,0,0,846888,5.06,-5.19,PO MISMATCH,7593804-20181012180029
Certified International Corporation,43369,842384-2,43369,28,0,0,842384,28,-28,PO MISMATCH,7559540-20180928180019
Certified International Corporation,43370,842384-2,2016414,28,0,0,842384,28,-28,PO MISMATCH,7589855-20181009180025
Colorado Carpets,43371,832782-2,1800229,149,0,0,832782,149,-149,PO MISMATCH,7562305-20180928180019
Colorado Carpets,43378,832782-2,1800244,149,0,0,832782,149,-149,PO MISMATCH,7586290-20181009180025
EVERGREEN ENTERPRISES,43377,843959-1,6675428,69,5,0,843959,60,-4,PO MISMATCH,7586246-20181009180025
HiEnd Accents,43293,810924-2,247051,16,5,0,810924,11,-11,PO MISMATCH,HIEND 071318 (12)N
HiEnd Accents,43377,845681-2,254241,285,5,0,845681,275,-5,PO MISMATCH,7586384-20181009180025
HiEnd Accents,43383,847554-5,254616,24.5,5,0,847554,151.5,-2,PO MISMATCH,7599122-20181012180029
HiEnd Accents,43383,847554-2,254620,139,5,0,847554,151.5,-2,PO MISMATCH,7599127-20181012180029
Mohawk Factoring LLC,43375,839864-1,9164675,159.8,0,0,839864,153,-6.8,PO MISMATCH,7586927-20181009180025
"StyleCraft Home Collection, Inc.",43377,845850-1,1549754,87.3,0,0,845850,79.72,-7.58,PO MISMATCH,7586342-20181009180025
UTAH MOUNTAIN FURNITURE,43378,840286-1,2709,826.73,0,227.73,840286,499,-100,PO MISMATCH,7589887-20181009180025
