Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
American Furniture Classics,43273,799023-4,169361,4000,0,0,799023,3700,-300,PO MISMATCH,AMERICAN FURNITURE CLASSICS 062518 169361N
American Furniture Classics,43276,802997-1,169478,1360,0,0,802997,1285,-75,PO MISMATCH,AMERICAN FURNITURE 062618 169478N
Cambridge of California,43272,795023-1,69569,720,0,0,795023,720,0,PO MISMATCH,CAMBRIDGE 062618 69569N
Designers Fountain,43266,800113-1,92953834,254.85,5,0,800113,247.45,-2.4,PO MISMATCH,DESIGNERS FTN 062618 92953834N
HiEnd Accents,43202,776582-3,240197,880,5,0,776582,875,-99,PO MISMATCH,HIEND 062818 (29)N
HiEnd Accents,43228,776582-3,242289R,99,0,0,776582,875,-99,PO MISMATCH,HIEND 050918 (19)N
HiEnd Accents,43235,788228-1,242689,150,5,0,788228,143,-2,PO MISMATCH,HIEND 062818 (39)N
HiEnd Accents,43276,803206-2,245601,165,5,0,803206,155,-5,PO MISMATCH,HIEND 062618 (28)N
Kimlor,43182,759944-1,849995,96.45,6.95,0,759944,156,-42.5,PO MISMATCH,KIMLOR 033018 (11)N
Kimlor,43207,759944-1,852141R,89.5,0,0,759944,156,-42.5,PO MISMATCH,KIMLOR 042418 (101)N
Kimlor,43271,759944-1,858153,19.5,0,0,759944,156,-42.5,PO MISMATCH,KIMLOR 062618 (119)N
Mohawk Factoring LLC,43272,800862-1,8756011,145,0,0,800862,115.6,-29.4,PO MISMATCH,MOHAWK 062618 (5)N
"OK CASTING, LLC.",43255,783269-1,68812,435,15,0,783269,398,-22,PO MISMATCH,OK CASTING 062818 68812N
Savoy House,43278,804091-1,414218,135,0,0,804091,129,-6,PO MISMATCH,SAVOY 062818 414218 (2)N
Savoy House,43279,804476-1,415691,620,0,0,804476,590,-30,PO MISMATCH,SAVOY 062918 415691N
Webers Leather,43278,804571-1,98347,15.99,7.91,0,804571,0,-8.08,PO MISMATCH,WEBERS 062718 98347N
