Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
Always Azul Pottery,43257,794756-1,18536,114,4,0,794756,110,-110,PO MISMATCH,ALWAYS AZUL 060718 18536N
Always Azul Pottery,43329,794756-1,18727,114,4,0,794756,110,-110,PO MISMATCH,ALWAYS AZUL 082018 18727N
"American Cover Design 26, Inc.",43315,819954-3,115879,95,5,0,819954,90,-90,PO MISMATCH,AMERICAN COVER 082118 (11)N
"American Cover Design 26, Inc.",43318,819954-3,115910,95,5,0,819954,90,-90,PO MISMATCH,AMERICAN COVER 082118 (11)N
Cambridge of California,43326,819446-1,69658,390,0,0,819446,380,-10,PO MISMATCH,7473360-20180824180018
Cambridge of California,43327,819995-1,69663,780,0,0,819995,760,-20,PO MISMATCH,7473361-20180824180018
HiEnd Accents,43332,826568-2,250118,70,5,0,826568,63,-2,PO MISMATCH,7470670-20180824180018
HiEnd Accents,43334,827027-2,250384,182,5,0,827027,168,-9,PO MISMATCH,7479327-20180824180018
"Marco International, Inc.",43297,812219-4,50199,79.65,0,0,812219,79.65,-137.7,PO MISMATCH,MARCO 071718 (2)N
"Marco International, Inc.",43334,812219-5,50665,137.7,0,0,812219,79.65,-137.7,PO MISMATCH,7479497-20180824180018
Mohawk Factoring LLC,43326,823575-1,8962345,572.42,0,0,823575,504.9,-26.35,PO MISMATCH,7473388-20180824180018
UTAH MOUNTAIN FURNITURE,43328,808940-2,2669,2525,0,0,808940,2105,-420,PO MISMATCH,7473328-20180824180018
WGI Gallery,43327,819820-1,178061,56.5,3,0,819820,27.5,-26,PO MISMATCH,7473359-20180824180018
WGI Gallery,43334,823397-2,178121,71,3,0,823397,67,-1,PO MISMATCH,7479574-20180824180018
WGI Gallery,43333,824175-1,178115,206.02,3,0,824175,201.02,-2,PO MISMATCH,7473358-20180824180018
WGI Gallery,43335,825260-1,178137,71,3,0,825260,67,-1,PO MISMATCH,7479572-20180824180018
WGI Gallery,43334,827074-1,178130,71,3,0,827074,67,-1,PO MISMATCH,7479569-20180824180018
WGI Gallery,43334,827137-2,178131,71,3,0,827137,67,-1,PO MISMATCH,7479570-20180824180018
