Vendor Name,Invoice  Date,PO Num,Invoice Number,Invoice Total,Drop Ship Fee,Shipping Fee,OMX PO,OMX Total,Total    Difference,Discrepancy,Memo
A HOMESTEAD SHOPPE,43199,774426-1,432547,49.88,0,0,774426,47.5,-2.38,PO MISMATCH,AHS 041018 (2)
CHANDLER 4 CORNERS,43199,774823-2,238761,108.1,10,0,774823,96.39,-1.71,PO MISMATCH,CHANDLER 041018 238761C
CHANDLER 4 CORNERS,43199,775462-1,238764,71.2,10,0,775462,55.08,-6.12,PO MISMATCH,CHANDLER 041018 238764C
IRONWOOD INDUSTRIES,43200,763404-2,27723,162,0,0,763404,160,-2,PO MISMATCH,IRONWOOD 041118 PMT RECPT 405.00 27723C
IRONWOOD INDUSTRIES,43200,764601-2,27721,84,0,0,764601,81,-3,PO MISMATCH,IRONWOOD 041118 PMT RECPT 405.00 27721C
"Kalalou, Inc.",43198,773869-1,657604,140.1,6,0,773869,125.1,-9,PO MISMATCH,KALALOU 040918 657604C
"Kalalou, Inc.",43200,774864-1,658359,140.1,6,0,774864,125.1,-9,PO MISMATCH,KALALOU 041118 658359C
MANUAL WOODWORKERS,43199,774724-2,8642921,11.1,3,0,774724,4.05,-4.05,PO MISMATCH,MANUAL WEAVERS 041018 8642921C
MEISSENBURG DESIGNS,43195,761406-1,271189,155.5,2,0,761406,103.5,-50,PO MISMATCH,MEISSENBERG 041118 PMT RECPT 515.00 (8) C
S.P.I.,43199,774558-1,626994,80,0,0,774558,72,-8,PO MISMATCH,SPI 041018 626994C
Sierra Lifestyles,43201,774213-1,33154,45.5,0,0,774213,44.8,-0.7,PO MISMATCH,SIERRA 041118 PMT RECPT 99.00 33154C
SKYHAWK,43178,767591-1,767591-1,101,2,0,767591,99,-101,PO MISMATCH,SKYHAWK 032218 767591-1C
SKYHAWK,43178,767591-1,767591,101,0,0,767591,99,-101,PO MISMATCH,SKYHAWK 041018 767591C
VAXCEL,43192,767537-1,810649,949.65,2.5,0,767537,978.1,-1.35,PO MISMATCH,VAXCEL 040418 PMT RECPT 1569.21C
VAXCEL,43201,767537-3,813306,34.8,2.5,0,767537,978.1,-1.35,PO MISMATCH,VAXCEL 041118 PMT RECTP 3171.08C
VAXCEL,43199,773584-1,812408,126,2.5,0,773584,122.08,-1.42,PO MISMATCH,VAXCEL 041018 PMT RECPT 2133.08C
VAXCEL,43201,774047-1,813235,28.5,2.5,0,774047,24.7,-1.3,PO MISMATCH,VAXCEL 041118 PMT RECTP 3171.08C
