Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
MW83BFGSSOKC,83BFGSSOKC,,Southwest Expressions Tapestry Standard Sham,9.45,,9.45,,9.55,,,,,,,,,,,,
MWATVINT,ATVINT,725734934086,Vintage Outdoors Tapestry Throw,22.50,,25.00,,25.50,,28.00,,,,,,,,,,
MWHWARD,HWARD,725734940742,Advice From A Reindeer Wall Hanging,11.47,,12.75,,14.47,,15.75,,,,,,,,,,
MWSLNAAH,SLNAAH,725734776532,Nautical Anchor Indoor/Outdoor Pillow,12.15,,,,13.50,,,,,,,,,,,,
MWSLNSFS,SLNSFS,725734716217,Nautical Nonsense Starfish Reversible Climaweave Pillow,11.25,,,,12.50,,,,,,,,,,,,
MWTLNOTE,TLNOTE,725734930118,Navajo Taupe Pillow,9.00,,10.00,,12.00,,13.00,,,,,,,,,,
MW85BFIWCUGF,85-BF-IWCUGF,,Green Fish Chalkboard,4.05,,,,4.05,,,,,,,,,,,,
MWSLDEHD,SLDEHD,725734929136,Deer Head -dye Ke 100 Pillow,12.15,,13.50,,15.15,,16.50,,,,,,,,,,
MWSLNAOA,SLNAOA,725734777386,Nautical All-Over Anchor Indoor/Outdoor Pillow,12.15,,,,13.50,,,,,,,,,,,,
MWTWSS72,TWSS72,,Western Star Tapestry Runner with Tassels,14.40,,,,14.40,,,,,,,,,,,,
MWATRSET,ATRSET,725734831859,Sea Turtle Throw,24.30,,27.00,,27.30,,30.00,,,,,,,,,,
MWGCQBRC,GCQBRC,,Bear Crossing Tapestry Coverlet - Queen,32.50,,32.50,,33.50,,,,,,,,,,,,
MWSLFGDN,SLFGDN,725734918604,Flamingo Garden -100 Pillow,12.15,,13.50,,15.15,,16.50,,,,,,,,,,
MWSLSBW2,SLSBW2,725734919281,Sea Birds Watercolor 2 Pillow,12.15,,13.50,,15.15,,16.50,,,,,,,,,,
MWSLSLCR,SLSLCR,,Sea Life Coral Pillow,13.50,,13.50,,13.50,,,,,,,,,,,,
MWTBPAAK,TBPAAK,725734940582,Advice From Alaska Bell Pull,9.00,,10.00,,12.00,,13.00,,,,,,,,,,
MWTLADC,TLADC,725734591807,Lake Cabin Tapestry Accent Pillow,11.25,,,,11.25,,,,,,,,,,,,
MW83BFGSSLKL,83BFGSSLKL,,Bear Lodge Tapestry Standard Sham,9.45,,,,9.55,,,,,,,,,,,,
MWATAWLF,ATAWLF,725734643698,Advice From A Wolf Tapestry Throw,22.05,,24.50,,25.05,,27.50,,,,,,,,,,
MWHWANL,HWANL,725734940803,Advice From The Northern Lights -yt Wall Hanging,11.47,,12.75,,14.47,,15.75,,,,,,,,,,
MWSWLAKE,SWLAKE,725734935335,Lake Love -dye Wall Hanging,17.10,,19.00,,20.10,,22.00,,,,,,,,,,
MWTLNOGN,TLNOGN,725734930125,Navajo Green Pillow,9.00,,10.00,,12.00,,13.00,,,,,,,,,,
MWSLHRSE,SLHRSE,725734849670,Horse Pillow,12.15,,13.50,,15.15,,16.50,,,,,,,,,,
MWSLSTD,SLSTD,725734917409,Sea Turtle Dive Pillow,12.15,,13.50,,13.50,,13.50,,,,,,,,,,
MWTWBRLD,TWBRLD,725734565518,Bear Lodge Word Pillow,4.50,,5.00,,7.50,,8.00,,,,,,,,,,
MWUPAS36,UPAS36,725734935625,American Star Woven Runner,9.45,,10.50,,12.45,,13.50,,,,,,,,,,
MW83CFSBLG,83-BF-CFSBLG,725734952134.00,Moose & Bear Lake Tapestry Sofa Cover,49.00,,49.00,,49.00,,49.00,,,,,,,,,,
MWATFBRT,ATFBRT,,Flame Bright Tapestry Chenille Throw,26.10,,,,26.10,,,,,,,,,,,,
MWATNVGN,ATNVGN,725734904652,Navajo Green Tapestry Throw,20.25,,22.50,,23.25,,25.50,,,,,,,,,,
MWTPWHTW,TPWHTW,725734903228,What Happens In The Woods Pillow,7.65,,8.50,,10.65,,11.50,,,,,,,,,,
MW83BFTLLLLF,83BFTLLLLF,725734919786,Bear Lodge Life Accent Pillow,11.25,,12.50,,11.25,,,,,,,,,,,,
MW83CFCBLG,83-BF-CFCBLG,725734952127.00,Moose & Bear Lake Tapestry Chair Cover,26.50,,26.50,,26.50,,26.50,,,,,,,,,,
MWAPTXFL,APTXFL,725734484666,Flame Tapestry Chenille Pillow - 23 x 23,15.75,,,,15.75,,,,,,,,,,,,
MWGSSBRC,GSSBRC,,Bear Crossing Tapestry Sham,9.45,,9.45,,9.55,,,,,,,,,,,,
MWRMWSCR,RMWSCR,725734785572,Mosaic Skull Cream Wall Decor,19.80,,,,19.80,,,,,,,,,,,,
MWSHCWBY,SHCWBY,725734776563,Cowboy Pillow,7.65,,8.50,,10.65,,11.50,,,,,,,,,,
