Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
MO906719010010X,90671-90100-10x13,086093488376,Silver Elegance Rug - 10 x 13,446.25,,525.00,,446.25,,525.00,,,,,,,,,,
MO90933501233X5,90933-50123-3x5,086093528973,Reno Rug - 3 x 5,73.95,,87.00,,73.95,,87.00,,,,,,,,,,
MO909355012310X,90935-50123-10x13,086093529109,Amarillo Aquamarine Rug - 10 x 13,446.25,,525.00,,446.25,,525.00,,,,,,,,,,
MO90935501232X3,90935-50123-2x3,086093539375,Amarillo Aquamarine Rug - 2 x 3,22.10,,26.00,,22.10,,26.00,,,,,,,,,,
MO91137900825X8,91137-90082-5X8,797786014078,Aztec Sketch - 5 x 8,79.05,,93.00,,79.05,,79.05,,,,,,,,,,
MOZ0093A4095X8,Z0093-A409-5X8,797786035189,Tribal Blanket Purple  - 5 x 8,85.00,,100.00,,85.00,,85.00,,,,,,,,,,
MOZ0100A2488X10,Z0100-A248-8X10,797786035592,Eidenau Charcoal - 8 x 10,170.00,,200.00,,170.00,,170.00,,,,,,,,,,
MO90631900828X1,90631-90082-8X10,086093482039,Billerica Gray - 8 x 10,195.50,,230.00,,195.50,,195.50,,,,,,,,,,
MO906625012310X,90662-50123-10x13,086093487638,Aqua Elegance Rug - 10 x 13,504.90,,594.00,,504.90,,594.00,,,,,,,,,,
MO90665501233X5,90665-50123-3x5,086093487805,San Filipe Aquamarine Rug - 3 x 5,73.95,,87.00,,73.95,,87.00,,,,,,,,,,
MO90668501232X3,90668-50123-2x3,086093517977,Denver Aquamarine Rug - 2 x 3,22.10,,26.00,,22.10,,26.00,,,,,,,,,,
MO906688015310X,90668-80153-10x13,086093488079,Denver Tobacco Rug - 10 x 13,446.25,,525.00,,446.25,,525.00,,,,,,,,,,
MO12768482,12768-482,797786016393,Aztec Love Pewter - 3 x 5,35.00,,29.75,,35.00,,35.00,,,,,,,,,,
MO90664200442X8,90664-20044-2x8,086093545116,Spice Desert Rug - 2 x 8,63.75,,75.00,,63.75,,75.00,,,,,,,,,,
MO90664200445X8,90664-20044-5x8,086093487713,Spice Desert Rug - 5 x 8,153.00,,180.00,,153.00,,180.00,,,,,,,,,,
MO90668501233X5,90668-50123-3x5,086093488093,Denver Aquamarine Rug - 3 x 5,73.95,,87.00,,74.80,,87.00,,,,,,,,,,
