Item Code,Manufacturer Model Number,UPC Code,Product Name,Current Wholesale (Stocking) Price AFTER Discount,New Wholesale (Stocking) Price AFTER Discount,Current Wholesale (Stocking) Price BEFORE Discount,New Wholesale (Stocking) Price BEFORE Discount,Current Drop Ship Price AFTER Discount,New Drop Ship Price AFTER Discount,Current Drop Ship Price BEFORE Discount,New Drop Ship Price BEFORE Discount,Drop Ship Fee (optional),MAP Price (Sale Price),Full Retail Price (MSRP),Option 1 Value,Option 1 Surcharge,Option 2 Value,Option 2 Surcharge,Option 3 Value,Option 3 Surcharge
KM0716230141BR,0716230141BRN,,Buckmark Plaid Pink & Gray Oblong Pillow,9.75,,,,9.75,,,,,,,,,,,,
KM07170100144BC,07170100144BC,,Bone Collector Black Black Square Pillow,9.75,,,,9.75,,,,,,,,,,,,
KM07172200010BR,07172200010BRN,,Browning Whitetails Sheet Set - Cal King,42.50,,,,42.50,,,,,,,,,,,,
KM07172300012BR,07172300012BRN,,Browning Pink Buckmark Sheet Set - Queen,29.50,,,,29.50,,,,,,,,,,,,
KM07201700011KM,07201700011KM,,Laura Sheet Set - King,39.75,,,,39.75,,,,,,,,,,,,
KM07280200012BR,07280200012BRN,730733133125,3D Buckmark Sheet Set - Queen,34.25,,34.25,,34.25,,34.25,,,,,,,,,,
KM09009500060KM,09009500060KM,,American Denim Bedskirt - Cal King,25.00,,,,25.00,,,,,,,,,,,,
KM09023500084BR,09023500084BRT,,Duck Approach Comforter Set - Twin,64.50,,,,64.50,,,,,,,,,,,,
KM-BB-DRPS,09075600034BRT,730733089675,Black Bear Rod Pocket Drapes,43.50,,,,43.50,,,,,,,,,,,,
KM07141000013KM,07141000013KM,,Realtree Max-4 Camo Sheet Set - Full,24.50,,,,24.50,,,,,,,,,,,,
KM07164000013MO,07164000013MO,,Mossy Oak New Break-Up Camo Sheet Set - Full,24.50,,,,24.50,,,,,,,,,,,,
KM07164050014MO,07164050014MO,,Mossy Oak New Break-Up Crib Sheet Set - 2 pcs,12.00,,,,12.00,,,,,,,,,,,,
KM07280200014BR,07280200014BRN,730733133101,3D Buckmark Sheet Set - Twin,24.50,,24.50,,24.50,,24.50,,,,,,,,,,
KM09052800037BR,09052800037BRT,,River Fishin' Square Accent Pillow,13.25,,,,13.25,,,,,,,,,,,,
