itemCode,yahooID,itemName,description,amzbulletpoint1,amzbulletpoint2,amzbulletpoint3,amzbulletpoint4,amzbulletpoint5
VCCVAVP162,lone-star-table-lamp,Lone Star Table Lamp,"A Lone Star Western Decor Exclusive - A single, dimensional star gives the resin Lone Star Table Lamp in a rustic metal finish with a tan linen shade essential western style.  Uses one 60-watt max bulb.  Measures 14""W x 8""D x 23""H. ~",,,,,
WRWD24550,yellowstone-ii-standard-sham,Yellowstone II Standard Sham,"Give your bedroom a tribal update with the Yellowstone II Standard Sham.  Crafted with stunning Native American-inspired geometrics in turquoise, red, and shades of brown, this sham makes a beautiful accent. <ul><li>Acrylic/poly/wool blend</li> <li>Yellowstone fabric</li> <li>20""W x 35""L</li> <li>Blanket stitch on open edge flange</li> <li>Made in the USA</li> </ul> ~ Ships from the manufacturer. Allow 3 to 5 weeks. Cannot express ship.",,,,,
MBHS67082X3,scenic-mountain-rug-2-x-3,Scenic Mountain Rug - 2 x 3,"Exclusive - Pine boughs and subtle geometrics border the polypropylene Scenic Mountain 2 x 3 Rug in shades of gold, black, burnt red, wine, natural and pine green.  Stain and fade-resistant.  Measures 2'2""W x 3'3""L. ~ Ships from the manufacturer.  Allow 1 week.  Cannot express ship.",,,,,
DI87709122,,Jasper Range Table Lamp,"A Black Forest Decor Exclusive - Delicately detailed pinecones in a weathered bronze finish and an amber mica shade give this resin table lamp an elegantly rustic look.  Uses one 100-watt max bulb.  Measures 13""W x 13""D x 34Â½""H. ~ Ships from the manufacturer.  Allow 2 weeks.  Cannot express ship or ship to Alaska.",,,,,
PK68081,black-bear-forest-hand-towel,Black Bear Forest Hand Towel,"Embroidered pines and an appliqued black bear add forest spirit to these 100% cotton terry towels.  Machine wash.  Measures 16""W x 28""L. ~",,,,,
CARJB61255,yukon-river-bear-and-moose-bed-set-king,Yukon River Bear & Moose Bed Set - King,"Transform your bedroom with this luxurious woven chenille bedding in browns, red, black, tan and forest green with wildlife, canoes and leaves accented by faux leather, gimp trim and wooden buttons.  Bed sets include comforter, bedskirt, two shams and neckroll.  Dry clean. ~",,,,,
DS21969,stars-and-studs-metal-square-tissue-box,Stars & Studs Metal Square Tissue Box,"Exclusive - Dimensional stars and raised studs surround these western metal accessories in a dark golden brown powder coat.  Measures 6""W x 6""D x 5""H. ~",,,,,
DS22225,cast-iron-arrow-wall-hanging-3-pcs,Cast Iron Arrow Wall Hanging - 3 pcs,"Complete your southwestern room with this set of rustic-finished metal arrows in varying lengths. Small: 10 1/4""W x 1 1/2""H; Medium: 14""W x 1 1/2""H; Large: 18""W x 1 1/2""H Complete your southwestern room with this set of rustic-finished metal arrows in varying lengths. Small: 10 1/4""W x 1 1/2""H; Medium: 14""W x 1 1/2""H; Large: 18""W x 1 1/2""H",,,,,
HXBL1840TTOC,cabin-life-lodge-kitchen-bath-rug,Cabin Life Lodge Kitchen/Bath Rug,Complement your cabin with this acrylic rug featuring rustic themes in chocolate and light brown.  Non-slip rubber back.  Machine wash. ~,,,,,
LKRA8767,rustic-cross-lotion-pump,Rustic Cross Lotion Pump,"Exclusive - Large faux wood crosses are adorned with silver-finished cross, stud and floral details on these painted resin bath accessories. Measures ????. ~",,,,,
LKRA8934,turquoise-tooled-leather-tissue-box,Turquoise Tooled Leather Tissue Box,"Jeweled silver conchos embellish the durable resin Turquoise Tooled Leather Tissue Box.  Measures 5 1/2""W x 5 1/2""D x 6""H and fits square tissue boxes. ~",,,,,
KDR9169,0.00,Bright Skies Southwest Table Runner - CLEARANCE,"Exclusive - Featuring a geometric print in turquoise, red, blue and gold, these 100% cotton linens set a beautiful southwest table. Machine wash. Measures 13""W x 72""L. ~",,,,,
RE492,black-bear-table-fan,Black Bear Table Fan,"Exclusive - Two helpful black bears hold up a breezy log slice on this hand-painted polyresin tabletop fan with a 32"" USB cable for added convenience. Measures 10""W x 4""D x 6""H. ~",,,,,
RH13525,terracotta-southwestern-accent-rug,Terracotta Southwestern Accent Rug,"Exclusive - Bring desert beauty to your floors with the cotton/poly Terracotta Southwestern Accent Rug in burgundy, orange, black and blue with latex backing. Spot clean. Measures 2'W x 3'L. ~",,,,,
MUMMRHTBS,faux-antler-towel-stand,Faux Antler Towel Stand,"Cast from naturally shed antlers and carefully painted for authenticity, the resin Faux Antler Towel Stand gives your bath a rugged look.  All hardware included.  Measures 17Â¼""W x 3Â½""D x 13Â½""H. ~",,,,,
2CRJB6610,southwest-shadows-valance,Southwest Shadows Valance,"Exclusive - Front tabs with tied conchos embellish this unlined woven poly chenille valance featuring southwest stripes and medallions in deep chocolate, red, orange and turquoise. Measures 54""W x 18""H. ~",,,,,
WL20127,arrow-hat-and-coat-rack,Arrow Hat & Coat Rack,"This metal hat and coat rack includes eight arrows that swivel to accommodate items to hang. 11""W x 3""D x 33 1/2""H",,,,,
RH13503,mojave-sun-accent-rug,Mojave Sun Accent Rug,"A diamond tapestry in bold red, turquoise and rust offers southwest style on this cotton/poly rug with latex backing. 2âW x 3âL",,,,,
DS21452,metal-bear-tie-backs-set-of-2,Bear Metal Tie Backs (Set of 2),"A Black Forest Decor Exclusive - Give your curtains a rustic touch with the black Metal Bear Tie Backs.  Mounting hardware included.  Set of two measure 8Â¼""W x 4Â¼""D x 3Â¼""H each. ~",,,,,
DS22057,moose-metal-art-double-switch-plate,Moose Metal Art Double Switch Plate - CLEARANCE,"Exclusive - A simple rust moose silhouette adds the perfect rustic detail to the Moose Metal Art Double Switch Plate.  Measures 5""W x 8Â½""H. ~",,,,,
HXLD8207SROC,navajo-single-rocker-plate,Navajo Single Rocker Plate,Exclusive - Silver southwest accents add desert appeal to these polyresin switch plates in a weathered wood texture. ~,,,,,
HXPL4103,,Rio Grande Navajo Scalloped Pillow,"Combining herringbone, faux tooled leather and denim blue microsuede with a Navajo-inspired design in blue, brown and tan chenille.  Bed sets include duvet, bedskirt, two shams (twin has one), two Euro shams (twin has one) and hexagonal accent pillow.  Dry clean.  Additional pillows sold separately.  Dimensions available online.  Measures 16""W x 21""L. ~ Ships from the manufacturer.  Allow 1 week.  Cannot express ship or ship to Alaska.",,,,,
HXWD3002,,Southwest Wood Candle Holder Set - 3 pcs,"A Lone Star Western Decor Exclusive - The Southwest Wood Candle Holder Set in graduated sizes features square wood bases with rustic iron bracing and candle trays for rugged western style.  Candles not included.  Set of three: Small: 3Â½""W x 3Â½""D x 7Â½""H; Medium: 3Â½""W x 3Â½""D x 10""H; Large: 3Â½""W x 3Â½""D x 12""H. ~",,,,,
CARJB1730,tobacco-drapes,Tobacco Drapes,"Distressed tobacco 100% polyester microsuede makes the Tobacco Drapes a treat for your windows.  Includes two 52""W x 84""L unlined, rod pocket panels and two tiebacks.  Machine wash. ~",,,,,
CARJB4060,highlands-cabin-tree-rod-pocket-valance,Highlands Cabin Tree Rod Pocket Valance,"A Black Forest Decor Exclusive - Create a classic cabin look with the Highlands Cabin Tree Rod Pocket Valance featuring green pine trees embroidered on woven tan chenille and a rod pocket top.  Dry clean.  Measures 54""W x 15""H with 3"" rod pocket. ~",,,,,
ER68395CB,black-bear-braided-jute-table-runner,Black Bear Braided Jute Table Runner,"Add a rustic accent to any table with this reversible 100% jute table runner printed with lodge designs. Spot clean. 13""W x 36""L",,,,,
SF682170,rustic-juniper-wood-double-switch-plate,Rustic Juniper Wood Double Switch Plate,"A Black Forest Decor Exclusive - The natural grains and tones of juniper wood make these freeform switch covers a beautiful addition to your cabin.  Screws included.  Made in the USA.  Size may vary.  Measures 6""W x Â¼""D x 5 58""H. ~",,,,,
YG15858,,Bear Family Shelf Sitter,"Exclusive - Featuring a sweet bear family in cast resin with rich detail, this sculpture adds a charming accent to your shelf. Measures 6""W x 3Â¼""D x 7""H. ~",,,,,
DS15067,bear-forest-single-switch-plate,Birch Forest Black Bear Single Switch Plate,A Black Forest Decor exclusive - Detailed black bears and pine trees give woodland detail to this polyresin switch cover with a birch bark texture. 3 1/4âW x  1/2âD x 5âH,,,,,
DS21881,lone-star-wall-door-mount-towel-rack,Lone Star Wall/Door Mount Towel Rack,"Exclusive - Circled western stars and a dark brown finish make this metal towel rack a great bathroom storage solution.  Measures 8Â¼""W x 3Â¼""D x 26""H. ~",,,,,
PK22456B,kodiak-bear-cast-towel-bar-16-inch,Kodiak Bear Cast Towel Bar - 16 Inch,"Strolling cast aluminum bears and bark textures in a brown finish make this rustic hardware perfect for your lodge bath.  Measures 19Â¾""W x 3Â½""D x 7Â½""H. ~",,,,,
PK69347B,bear-essentials-valance,Bear Essentials Valance,"Study your favorite animal in style with this plaid cotton valance with a fun typographic print. Dry clean. 60""W x 14""H",,,,,
SPI-31765,pifisc,Pinecone Fireplace Screen,"Make the glow of a fire even more inviting with the Pincecone Fireplace Screen. 53""W x 7""D x 36""H ~",,,,,
ERUBP313SMALL,black-bear-braided-utility-basket-small,Black Bear Braided Utility Basket - Small,"Organize your lodge with these handcrafted 100% natural jute baskets in brown, black and neutral with hand-stenciled black bear silhouettes and braided handles. ~",,,,,
DS10861,tree-climbing-bears-accent-lamp,Tree Climbing Bears Accent Lamp,"Add warmth, light and character to any room with this one-of-a-kind cast iron table lamp. 7-watt nightlight bulb included. 7""W x 5 1/2""D x 16""H",,,,,
HXDI4001SP01TQ,,Savannah Turquoise Platter,"Tooled leather patterns in vibrant turquoise give this handcrafted stoneware kitchenware vintage western charm.  Microwave, oven and dishwasher safe.  Measures 12?""W x 12?""D x 1âH. ~",,,,,
2DD25607,pine-branches-wall-coat-rack,Pine Branches Wall Coat Rack,"Bring a hint of nature to your entry with the black metal Pine Branches Wall Coat Rack with realistic pinecones and three hooks for hanging.  Measures 19Â½""W x 2Â½""D x 9""H. ~",,,,,
CF-PIBEARADV,,Bear Adventure Fleece Accent Pillow,"Made from plush, super-soft 90% acrylic/10% polyester, the Bear Adventure Fleece Accent Pillow makes any bedroom feel like a rustic cabin getaway. Machine washable. Measures 18""W x 18""L. ~",,,,,
CE444323031,in-the-woods-bear-hooked-pillow,In the Woods Bear Hooked Pillow,"Hooked acrylic with cotton backing Measures 18""W x 18""L. ~",,,,,
ERPMOP244,rainbow-trout-braided-jute-placemat,Rainbow Trout Braided Jute Placemat,Outdoor designs are hand-stenciled on these braided 100% natural jute placemats to add rustic beauty to your dining table.  Sold individually. ~,,,,,
DS12112,antler-decorative-ball,Antler Decorative Ball,Add an outdoor touch to your decor with this ball made from interlocking polyresin antlers. Sold individually. ~,,,,,
DS13032,,Tooled Floral Leather Coaster Set (5 pcs),"Exclusive - These polyresin coasters with a floral tooled leather design and scrolled metal holder add rugged style to your bar.  Measures 4Â¼""Dia. x 1Â½""H. ~",,,,,
DS13254,aztec-diamond-turquoise-candle-holder,Aztec Diamond Turquoise Candle Holder,"Exclusive - Bring candlelight and southwest beauty to your room with this wrought iron pillar candle holder featuring layered medallions in turquoise, rust and silver with a faux turquoise stone. Sold individually. Measures 4Â½""W x 4Â½""D x 10""H. ~",,,,,
DS15033,western-tooled-leather-tissue-box,Western Tooled Leather Tissue Box,"Exclusive - Featuring floral tooled leather patterns, sculpted rope trim and faux concho and stud details, this polyresin tissue box and waste basket offer classic cowboy style. Measures 5""W x 5""D x 5Â¼""H. ~",,,,,
DS15083,antler-coat-rack,Antler Coat Rack,"Add subtle rustic charm to your cabin entryway with this polyresin antler coat rack. 24  3/10""W x 3 3/10""D x 11 3/10""H",,,,,
DS21783,pinecone-metal-curtain-tie-backs-set-of-2,Pinecone Metal Tie Backs (Set of 2),"A Black Forest Decor Exclusive - Give your curtains a rustic touch with the wrought iron Pinecone Metal Curtain Tie Backs in an antiqued dark brown finish.  Mounting hardware included.  Set of two tiebacks measure 9""W x 4Â¾""D x 3""H each. ~",,,,,
HXLD6100SD01,buck-mountain-antler-soap-dish,Buck Mountain Antler Soap Dish,"Exclusive - Realistic antlers wrap around faux logs with a wood-like finish on these resin bath accessories for an outdoor look.  Dimensions available online.  Measures 6""W x 4Â½""D x 1Â½""H. ~",,,,,
HXWB4001OSRD,,Red Tooled Ceramic Waste Basket,"With its embossed tooled leather patterns, the Red Tooled Ceramic Waste Basket is the perfect addition to your western bathroom. <ul><li>Ceramic</li> <li>11""Dia. x 12""H</li> <li>Red</li> </ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks. Cannot express ship.",,,,,
LKRA9672,turquoise-boot-lamp,Turquoise Boot Lamp,"A Lone Star Western Decor Exclusive - Light a room with cowboy flair with the broken-in resin Turquoise Boot Lamp with laced paper shade.  Uses one 60-watt max bulb.  Measures 15""W x 15""D x 24Â½""H. ~",,,,,
KM02570070004BC,,Bone Collector Toothbrush Holder,"Accent your outdoor-themed home with the Bone Collector Toothbrush Holder.  This resin toothbrush holder has a stag skull with antler holders and embossed Bone Collector logo base and brings rugged style to your room.  Measures 7""W x 4 3/4""D x 7 3/4""H.   ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska or Canada.",,,,,
MBAD3873,walking-bear-oval-rug,Walking Bear Oval Rug,"Exclusive - Featuring a black bear scene in brown, pine green, black, natural and gold, this soft polypropylene pile oval rug offers classic lodge appeal. Fade and stain resistant. Measures 2'2""W x 5'3""L. ~",,,,,
PK25511,black-bear-forest-pendant-light,Black Bear Forest Pendant Light,"Pinecone cut-outs, rivets and a bear and mountain scene silhouetted against a bubble glass shade give this black-finished metal pendant the perfect rustic touch. Uses one 60-watt max bulb. Includes 3' chain, 7' cord and ceiling plate. Can be hard wired. Measures 8Â½""Dia. x 14Â½""H. ~",,,,,
SIX1540,wolf-metal-wall-art,Wolf Metal Wall Art,"Exclusive - Bring wild beauty to your wall with this laser-cut metal wolf's head in a rust and green finish for added detail. Measures 14Â½""W x 1/16""D x 21Â½""H. ~",,,,,
VXVL55402BBZ,canyon-2-light-vanity,Canyon Vanity Light - 2 Light,"Light up your home with the Canyon 2 Light Vanity.  Combining metal deer and pine tree silhouettes with amber flake glass bell shades, this vanity light perfectly complements your rustic decor.  Finished in burnished bronze and uses two 100-watt max bulbs.  UL listed for damp locations.  Measures 16 1/2W x 8""D x 14""H. ~ Ships from the manufacturer. Allow 1 week. Cannot express ship or ship to Alaska.",,,,,
VCCVAVP110,moose-shed-antler-table-lamp,Moose Shed Antler Table Lamp,"Exclusive - Moose antlers are recreated in cast resin with a moose brown finish on these rustic lamps with antique burlap shades.  Uses one 3-way 100-watt max bulb.  Measures 18""W x 15""D x 30""H. ~",,,,,
SSLWHSBE,brindle-horseshoe-and-star-toilet-seat-elongated,Brindle Horseshoe & Star Toilet Seat - Elongated,"A Lone Star Western Decor Exclusive - A black and gold cast iron star and horseshoe adorn genuine brindle cowhide with brass nailhead trim on the wood Brindle Horseshoe & Star Elongated Toilet Seat.  Installation hardware included.  Cowhide color and pattern may vary.  Handmade in the USA.  Measures 15""W x 18""D x 3""H. ~",,,,,
DS22211,bear-metal-magazine-and-toilet-tissue-stand,Bear Metal Magazine & Toilet Tissue Stand,"Save space with this multifunctional metal rack for storing toilet paper and magazines with style. 11 3/4""W x 11""D x 23 3/4""H",,,,,
CARJB6412,canyon-shadows-diamond-valance,Canyon Shadows Diamond Valance,"Exclusive - Bring a fresh new look to your windows with woven poly chenille with delicate diamonds in shades of brown, orange, turquoise and red. Dry clean.  Measures 54""W x 18""H. ~",,,,,
HXBL181024X36,bear-bath-rug,Bear Bath Rug,"A chocolate brown wandering bear and bear tracks add rustic detail to the tan polyester Bear Bath Rug with rubber backing.  Machine wash.  Measures 24""W x 36""L. ~",,,,,
LKRA9363,turquoise-horseshoe-and-cross-waste-basket,Turquoise Horseshoe and Cross Waste Basket,"Exclusive - Create rugged style in your bath with silver horseshoes, rust crosses, gold studs and turquoise and brown leather textures on these cast resin accessories.  Dimensions available online.  Measures 8""Dia. x 10""H. ~",,,,,
LMSW98X10,zapotec-rug-8-x-10,Zapotec Rug - 8 x 10,"With intricate geometrics in shades of midnight blue, ivory, gray and deep salmon, the Zapotec Rug - 8 x 10 completes your southwestern home.
<ul><li>100% New Zealand wool and colorfast Swiss chrome dyes</li>
<li>Hand-knotted</li>
<li> 8'W x 10'L</li>
<li>Vacuum regularly without the beater brush; Spot clean with warm soapy water</li>
<li>Midnight blue, ivory, gray and deep salmon</li>
</ul> ~ Ships from the manufacturer. Allow 1 to 2 weeks.",,,,,
LK80RA4807,lk80ra4807,Antler Door Handles (Set of 2),"The faux Antler Door Handles capture the look of rugged antlers.  Made from resin.  Matching screws included.  Set of two measure 8 1/2""W x 2 1/2""D x 4""H each. ~",,,,,
LK80RA4807,lk80ra4807,Antler Door Handles (Set of 2),"The faux Antler Door Handles capture the look of rugged antlers.  Made from resin.  Matching screws included.  Set of two measure 8 1/2""W x 2 1/2""D x 4""H each. ~",,,,,
KE1772BRB,ke1772brb,Mojave Brick Bath Towel,A Lone Star Western Decor Exclusive - Vibrant brick red 100% cotton makes the perfect backdrop for poly/cotton southwest designs and blanket stitched trim in chocolate brown and sand on the luxuriously soft Mojave Brick Bath Towel.Â  Machine washable.  Measures 25âW x 50âH.  ~,,,,,
2CRJB6764,distressed-faux-leather-bedskirt-king,Distressed Faux Leather Bedskirt -Â King,"Add a rustic feel to your bed with this rugged brown faux leather bedskirt. Flat front with split corners. Machine wash. 78""W x 80""L x 15""H Add a rustic feel to your bed with this rugged brown faux leather bedskirt. Flat front with split corners. Machine wash. 78""W x 80""L x 15""H",,,,,
2CRJP503,mountain-wildlife-plush-valance,Mountain Wildlife Plush Valance,"Exclusive - Add classic cabin style to your windows with this poly plush rod pocket valance featuring a moose family and lodge geometrics in red, brown, tan, gold and black. Machine wash. Measures 84""W x 15""H. ~",,,,,
2LHLCQCF,highland-hillsÂ lodgeÂ comforter-queen,Highland HillsÂ LodgeÂ Comforter - Queen,"Relax the rustic way with this comforter, digitally printed for vibrant color and detail. 100% cotton outer shell with polyester fill. Machine wash. 92""W x 96""L",,,,,
AD0094MUL234,ad0094mul234,Santa Fe Spirit Rug - 3 x 4,"A Black Forest Decor Exclusive - Bold southwest stripes in warm red, yellow ochre and black have a Native American diamond pattern overlay on the premium nylon Santa Fe Spirit 3 x 4 Rug with durable serged edges.  Fade and stain resistant.  Made in the USA.  Measures 2'8""W x 3'11""L. ~ Ships from the manufacturer.  Allow 2 weeks.  Cannot express ship or ship to Alaska or Canada.",,,,,
CARJB6130,yukon-river-bear-and-moose-rambling-bear-pillow,Yukon River Rambling Bear Pillow,"Transform your bedroom with this luxurious woven chenille bedding in browns, red, black, tan and forest green with wildlife, canoes and leaves accented by faux leather, gimp trim and wooden buttons.  Bed sets include comforter, bedskirt, two shams and neckroll.  Dry clean. ~",,,,,
PK493650,bear-and-moose-stoneware-dinner-plate,Bear & Moose Stoneware Dinner Plate,"Create a welcoming table with the embossed cream Bear & Moose Stoneware Dinner Plate in a pine tree design with brown-brushed rim.  Dishwasher and microwave safe.  Measures 10Â½""Dia.. ~",,,,,
MUMMROCTBC,old-crate-tissue-box,Old Crate Tissue Box,Realistic resin reproductions of a vintage well bucket and hinged crate are accented with faux antlers handles on these rugged accessories. ~,,,,,
DS12885,,Turquoise Stone Wall Cross,"Exclusive - Turquoise stones, antiqued metalwork and gold studs are replicated in painted polyresin on this beautiful cross wall hanging.  Measures 10Â½""W x 14Â½""H. ~",,,,,
DS22163,cast-iron-pinecone-knob,Cast Iron Pinecone Knob,"Exclusive - Bring forest detail to cabinets or drawers with this cast iron hardware featuring pinecones and pine trees in brown and rust finishes. Screws included. Measures 2""W x 1Â¾""D x 2""H. ~",,,,,
DS22224,arrow-metal-wall-hangings-set-of-3,Arrow Metal Wall Hangings - Set of 3,"These metal arrows in gold, silver and copper bring southwestern elegance to your wall. These metal arrows in gold, silver and copper bring southwestern elegance to your wall.",,,,,
HXDI3510CS,,Taos Canister Set - 3 pcs,"Hand-painted Navajo-style patterns in cream, red, chocolate and turquoise adorn the ceramic Taos Canister Set with rubber stoppers to bring southwest style to your kitchen.  Food safe.  Set of three: Small: 6""Dia. x 7Â½""H; Medium: 7""Dia. x 9""H; Large: 8""Dia. x 10""H. ~",,,,,
KM07118000081KM,,Realtree Hardwoods Camo Comforter Set - King,"Bring the wilderness indoors with the photorealistic Realtree Hardwoods King Camo Comforter Set.  Includes comforter (104"" x 94""), bedskirt (78"" x 80"" with 14"" drop), and two king shams (36"" x 20""). Poly/cotton blend. Machine wash, tumble dry low. ~  Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska.",,,,,
KM07141000080KM,,Realtree Max-4 Camo Comforter Set - Cal King,"The poly/cotton blend Realtree Max-4 Camo Cal King Comforter Set incorporates numerous nature elements, adding striking visual appeal to your bedroom decor.  Includes comforter (110""W x 96""L), bedskirt (72""W x 84""L) and two king shams (21""W x 36""L).  Machine wash, tumble dry low. ~ Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska.",,,,,
2BG10752,,Lake Lodge Shower Curtain,"Make a statement in your bathroom with the Lake Lodge Shower Curtain, adorned with realistic forest wildlife and leaves in blocks on a soft cursive background for a true cabin feel. <ul><li>Heat transfer print on textured polyester</li> <li>70""W x 72""L</li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.",,,,,
2DD25600,pine-bough-wall-candle-holder,Pine Bough Wall Candle Holder,"Exclusive - The metal Pine Bough Wall Candle Holder in a black finish with delicate twig and pinecone details offers an elegant wall accent.  Holds one pillar candle (not included).  Measures 6Â¾""W x 4Â¼""D x 10""H. ~",,,,,
2VX736425561771,red-river-southwestern-bed-set-queen,Red River Southwestern Bed Set - Queen,"Native American-inspired designs in earthy shades of rust, turquoise, black and tan give the poly Red River Southwestern Queen Bed Set with cotton backing a serene look. Bed sets include comforter, bedskirt and two shams. Dry clean. Measures 94""W x 96""L. ~",,,,,
CARJB5029,high-plains-cowhide-steer-head-pillow,High Plains Steer Head Pillow,"Exclusive - Cowhide print, chocolate faux leather and silver conchos add rugged flair to soft microsuede in this spirited western bedding.  Dry clean.  Bed sets include comforter, bedskirt, two shams and concho cross accent pillow.  Measures 14""W x 26""L. ~",,,,,
CARJB5034,chestnut-suede-horse-valance,Chestnut Suede Horse Valance,"Exclusive - Give your windows rodeo style with these microsuede valances enhanced with appliques, embroidery, conchos, rivets, faux leather fringe and a printed faux leather texture.  Dry clean.  Drapes shown available on pg. __.  Measures 54""W x 17""H with 3"" rod pocket; Machine wash.. ~",,,,,
DI87736223,,Sublime Table Lamp,"The Sublime Table Lamp casts a lovely glow in your southwestern home with a lovely blue glaze base.<ul><li>17""W x 17""D x 30""H</li> <li>Ceramic base</li> <li>Turquoise dripped glazed finish (colors may vary)</li> <li>Uses one 150 watt max bulb</li> <li>Beige textured linen round shade</li> </ul> ~ Ships from the manufacturer. Allow 2 weeks. Cannot express ship.",,,,,
RH11022,hopi-placemat,Hopi Placemat,"Exclusive - Brighten your southwest table with this cotton/poly tapestry placemat in turquoise, red, beige and brown. Machine wash. Measures 13""W x 19""L. ~",,,,,
MUMMRWB,,Antler Waste Basket,"A Black Forest Decor Exclusive - Graceful, authentic-looking faux antlers embellish the cast resin Antler Waste Basket with a rustic wood finish.  Measures 12""W x 12""D x 11""H. ~",,,,,
2HMWB1761,western-visions-waste-basket,Western Visions Waste Basket,"A lone barbed wire fence brings prairie spirit to this metal waste basket. Machine wash. 11""Dia. x 12""H",,,,,
2PPHSV14,black-bear-embroidered-valance,Black Bear Embroidered Valance,"Exclusive - Petite, detailed embroidered black bears and pine trees create a charming forest scene on the lined cotton Black Bear Embroidered Valance inspired by Maine artist Harry Smith.  Measures 58""W x 14""H. ~",,,,,
2RFARTLBCA,life-is-better-at-the-cabin-bear-wall-art,Life is Better at the Cabin Bear Wall Art,"Recycled materials give this planked wood and metal cut-out sign the perfect rustic look. Made in the USA. Allow 3 to 4 weeks. 17 1/2""W x 1""D x 17 1/2""H",,,,,
2BG64163,geometric-moose-plush-rug-3-x-4,Tranquil Forest Moose Accent Rug - 3 x 4,The Geometric Moose Plush Rug - 3 x 4 brings nature-inspired style to your entryway with a block design with charming forest plant and animal life with geometric designs. <ul><li>Ink jet printed 100% nylon with non-skid latex back</li> <li>2â7 1/2âW x 3â10âL</li> <li>Multicolor</li> <li>Machine washable </li> </ul> ~ Ships from the manufacturer. Allow 1 week. Cannot express ship.,,,,,
BS30170448,bs30170448,Stone Finish Pinecone Outlet Cover,"The realistic stone-look, hand-cast resin Stone Finish Pinecone Outlet Cover brings woodland detail to your home.  Measures 3 1/4""W x 5""H. ~",,,,,
CARJB2082,faux-leather-cross-pillow,Faux Leather Cross Pillow,"A Black Forest Decor Exclusive - A dark brown cross design with embroidered dots and a center tied concho overlays medium brown microfiber faux leather in the Faux Leather Cross Pillow accented with faux leather fringe. Zipper closure.  Dry clean.  Measures 18""W x 18""L. ~",,,,,
AD0139TUR200,vision-catcher-turquoise-rug-4-x-5,Vision Catcher Turquoise Rug - 4 x 5,"A Lone Star Western Decor Exclusive - Woven in a dazzling Native American-inspired design in suede brown, turquoise, black and brass, the premium nylon Vision Catcher Turquoise 4 x 5 Rug has durable serged edges.  Made in the USA.  Fade and stain resistant.  Measures 3'10""W x 5'4""L. ~ Ships from the manufacturer.  Allow 2 to 3 weeks.  Cannot express ship or ship to Alaska.",,,,,
DS13594,black-bear-canoe-bowl,Black Bear Canoe Bowl,"This polyresin canoe with birch bark texture holds candy, potpourri or pinecones for a rustic accent. 18 1/4""W x 7""D x 4 1/2""H",,,,,
DS15076,western-tooled-leather-soap-dish,Western Tooled Leather Soap Dish,"Featuring floral tooled leather patterns, sculpted rope trim and faux concho and stud details, these polyresin bath accessories offer classic cowboy style. 5 1/4âW x 3 3/4âD x 1âH",,,,,
DS21946,lone-star-firewood-log-holder,Lone Star Firewood/Log Holder,"Exclusive - Bring western charm to your hearth with this brown-finished metal holder featuring circled stars and a mesh basket with hinged handle.  Measures 16Â½""W x 17""D x 12Â¼""H. ~",,,,,
DS22212,star-toilet-paper-and-magazine-rack,Star Toilet Paper & Magazine Rack,"Save space in lone star style with this dual purpose wrought iron star magazine rack and toilet paper holder.  11 3/4""W x 11""D x 23 3/4""H",,,,,
DS62029,black-bear-river-plush-blanket-queen,Black Bear River Plush Blanket - Queen,"Exclusive - Warm up your cabin bedroom with this poly fleece collection featuring bears, trees, canoes and diamonds in shades of toffee, rust, black and green. Machine wash, dry clean pillows. Dimensions available online. Measures 90""W x 90""L. ~",,,,,
KE13017F,black-bear-lodge-waste-basket,Black Bear Lodge Waste Basket,"Featuring playful black bears, the resin Black Bear Lodge Waste Basket adds the perfect rustic detail to your bath.  Measures 11""W x 10Â¾""H. ~",,,,,
KE1960H,ke1960h,Moose & Pine Hand Towel,"A Black Forest Decor Exclusive - Richly embroidered with textured moose and pine trees, the soft 100% cotton Moose & Pine Hand Towel pampers your cabin guests in shades of nutmeg, chocolate brown and crisp green.  Machine wash.  Measures 16""W x 30""L. ~",,,,,
KM07141000084KM,,Realtree Max-4 Camo Comforter Set - Twin,"The poly/cotton blend Realtree Max 4 Twin Comforter Set incorporates numerous nature elements, adding striking visual appeal to your bedroom decor.  Includes comforter (65"" x 90""), bedskirt (39"" x 74"") and one standard sham (26"" x 20""). Machine wash, tumble dry low. ~  Ships from the manufacturer.  Allow 1 to 2 weeks.  Cannot express ship or ship to Alaska.",,,,,
HXLD6100TM01,buck-mountain-antler-tumbler,Buck Mountain Antler Tumbler,"Exclusive - Realistic antlers wrap around faux logs with a wood-like finish on these resin bath accessories for an outdoor look.  Dimensions available online.  Measures 3Â½""Dia. x 3""H. ~",,,,,
